timestamp,port2_qdepth,port3_qdepth,port4_qdepth,port5_qdepth,port2_mbps,port3_mbps,port4_mbps,port5_mbps,jitter_ms,loss_pct
351.8,0,0,1,0,0.0,0.0,991.852,0.0,14.39,0.0
352.8,0,0,1,0,0.0,0.0,28.036,0.0,14.39,0.0
353.9,0,0,1,0,0.0,0.0,772.487,0.0,13.5,0.0
354.9,0,0,1,0,0.0,0.0,21.968,0.0,12.66,0.0
355.9,1,0,1,0,0.223,0.0,1.066,0.0,12.66,0.0
357.0,1,1,1,0,1286.076,1286.069,1286.1,0.0,14.02,0.0
358.0,0,0,1,0,36.328,36.328,36.379,0.0,15.28,0.0
359.0,0,0,1,0,1.026,1.026,1.208,0.0,15.28,0.0
360.0,0,0,1,0,0.029,0.029,0.111,0.0,14.35,0.0
361.1,0,0,1,0,0.001,0.001,0.185,0.0,13.48,0.0
362.1,0,0,1,0,0.0,0.0,0.161,0.0,13.48,0.0
363.1,0,0,1,0,0.0,0.0,964.557,0.0,12.64,0.0
364.1,1,1,1,0,0.053,0.037,27.325,0.0,13.99,0.0
365.2,0,0,1,0,0.001,0.001,0.934,0.0,13.99,0.0
366.2,0,0,1,0,0.0,0.0,0.135,0.0,15.24,0.0
367.2,0,0,1,0,0.0,0.0,0.245,0.0,14.3,0.0
368.2,0,0,1,0,0.0,0.0,0.116,0.0,14.3,0.0
369.3,0,0,1,0,0.0,0.0,0.022,0.0,13.42,0.0
370.3,0,0,1,0,0.0,0.0,0.056,0.0,12.58,0.0
371.3,1,1,1,0,0.185,0.109,0.296,0.0,12.58,0.0
372.3,0,0,1,0,0.005,0.003,0.231,0.0,13.94,0.0
373.4,0,0,1,0,0.0,0.0,0.019,0.0,15.21,0.0
374.4,0,0,1,0,0.0,0.0,0.09,0.0,15.21,0.0
375.4,0,0,1,0,0.0,0.0,0.029,0.0,14.27,0.0
376.5,0,0,1,0,0.0,0.0,0.067,0.0,13.38,0.0
377.5,0,0,1,0,0.0,0.0,0.211,0.0,13.38,0.0
378.5,0,0,0,0,0.0,0.0,0.006,0.0,12.6,0.0
379.5,1,1,1,0,964.565,0.013,1929.117,0.0,13.94,0.0
380.6,0,0,1,0,27.247,0.0,54.564,0.0,15.21,0.0
381.6,0,0,1,0,0.77,0.0,1.8,0.0,14.28,0.0
382.6,0,0,1,0,0.022,0.0,0.159,0.0,14.28,0.0
383.6,0,0,1,0,0.001,0.0,0.264,0.0,13.39,0.0
384.7,0,0,1,0,0.0,0.0,0.229,0.0,13.39,0.0
385.7,0,0,1,0,0.0,0.0,0.019,0.0,12.56,0.0
386.7,1,1,1,0,0.075,0.053,0.112,0.0,13.94,0.0
387.7,0,0,1,0,0.002,0.002,0.234,0.0,13.94,0.0
388.8,0,0,1,0,0.0,0.0,0.162,0.0,15.21,0.0
389.8,0,0,1,0,0.0,0.0,0.031,0.0,14.27,0.0
390.8,0,0,1,0,0.0,0.0,964.71,0.0,14.27,0.0
391.8,0,0,1,0,0.0,0.0,27.277,0.0,13.38,0.0
392.9,0,0,1,0,0.0,0.0,0.85,0.0,12.56,0.0
393.9,1,1,1,0,0.265,0.156,0.446,0.0,12.56,0.0
394.9,0,0,0,0,0.007,0.004,0.013,0.0,13.95,0.0
395.9,0,0,1,0,0.0,0.0,771.66,0.0,15.29,0.0
397.0,0,0,1,0,0.0,0.0,21.924,0.0,15.29,0.0
398.0,0,0,1,0,0.0,0.0,0.657,0.0,14.36,0.0
399.0,0,0,1,0,0.0,0.0,0.113,0.0,13.47,0.0
400.0,0,0,1,0,0.0,0.0,0.306,0.0,13.47,0.0
401.1,0,0,0,0,0.0,0.0,0.009,0.0,12.63,0.0
402.1,1,1,1,0,0.031,0.018,0.05,0.0,14.0,0.0
403.1,0,0,1,0,0.001,0.001,0.104,0.0,14.0,0.0
404.1,0,0,1,0,0.0,0.0,0.079,0.0,15.27,0.0
405.2,0,0,1,0,0.0,0.0,0.171,0.0,14.35,0.0
406.2,0,0,1,0,0.0,0.0,0.058,0.0,14.35,0.0
407.2,0,0,1,0,0.0,0.0,321.519,0.0,13.47,0.0
408.2,0,0,1,0,0.0,0.0,560.273,0.0,12.7,0.0
409.3,1,1,1,0,0.13,0.076,16.01,0.0,12.7,0.0
410.3,0,0,1,0,0.004,0.002,0.561,0.0,14.06,0.0
411.3,0,0,1,0,0.0,0.0,771.88,0.0,15.31,0.0
412.3,0,0,1,0,0.0,0.0,21.841,0.0,15.31,0.0
413.4,0,0,1,0,0.0,0.0,0.858,0.0,14.37,0.0
414.4,0,0,1,0,0.0,0.0,0.061,0.0,13.48,0.0
415.4,0,0,1,0,0.0,0.0,0.115,0.0,13.48,0.0
416.4,1,1,1,0,0.446,0.223,0.605,0.0,12.65,0.0
417.5,0,0,0,0,0.013,0.006,0.017,0.0,14.12,0.0
418.5,0,0,1,0,0.0,0.0,0.04,0.0,14.12,0.0
419.5,0,0,1,0,0.0,0.0,0.181,0.0,15.49,0.0
420.6,0,0,1,0,0.0,0.0,0.058,0.0,14.6,0.0
421.6,0,0,1,0,0.0,0.0,0.182,0.0,13.78,0.0
422.6,0,0,1,0,0.0,0.0,0.115,0.0,12.96,0.0
423.6,0,0,1,0,0.0,0.0,771.645,0.0,12.96,0.0
424.6,1,1,1,0,0.045,0.027,21.869,0.0,14.24,0.0
425.7,0,0,1,0,0.001,0.001,0.779,0.0,15.49,0.0
426.7,0,0,1,0,0.0,0.0,0.131,0.0,15.49,0.0
427.7,0,0,1,0,0.0,0.0,0.246,0.0,14.54,0.0
428.7,0,0,1,0,0.0,0.0,0.117,0.0,13.63,0.0
429.8,0,0,1,0,0.0,0.0,0.016,0.0,13.63,0.0
430.8,0,0,1,0,0.0,0.0,0.051,0.0,12.79,0.0
431.8,1,1,1,0,0.185,0.109,0.264,0.0,14.15,0.0
432.9,0,0,1,0,0.005,0.003,0.163,0.0,14.15,0.0
433.9,0,0,1,0,0.0,0.0,0.017,0.0,15.42,0.0
434.9,0,0,1,0,0.0,0.0,1286.124,0.0,14.48,0.0
435.9,0,0,1,0,0.0,0.0,36.356,0.0,14.48,0.0
436.9,0,0,1,0,0.0,0.0,772.722,0.0,13.6,0.0
438.0,0,0,1,0,0.0,0.0,21.99,0.0,12.76,0.0
439.0,0,0,0,0,0.0,0.0,0.621,0.0,12.76,0.0
440.0,1,1,1,0,1543.283,0.013,1543.314,0.0,14.11,0.0
441.1,0,0,1,0,43.594,0.0,43.651,0.0,15.37,0.0
442.1,0,0,1,0,1.231,0.0,1.493,0.0,15.37,0.0
443.1,0,0,1,0,0.035,0.0,0.151,0.0,14.42,0.0
444.1,0,0,1,0,0.001,0.0,0.264,0.0,13.52,0.0
445.2,0,0,1,0,0.0,0.0,0.23,0.0,13.52,0.0
446.2,0,0,1,0,0.0,0.0,0.019,0.0,12.68,0.0
447.2,1,1,1,0,0.075,0.037,0.101,0.0,12.68,0.0
448.2,0,0,1,0,0.002,0.001,0.235,0.0,14.08,0.0
449.3,0,0,1,0,0.0,0.0,0.163,0.0,15.39,0.0
450.3,0,0,1,0,0.0,0.0,0.031,0.0,15.39,0.0
451.3,0,0,1,0,0.0,0.0,964.708,0.0,14.43,0.0
452.3,0,0,1,0,0.0,0.0,27.277,0.0,13.53,0.0
453.4,0,0,1,0,0.0,0.0,0.842,0.0,13.53,0.0
454.4,1,1,1,0,0.264,0.154,0.442,0.0,12.69,0.0
455.4,0,0,1,0,0.007,0.004,0.235,0.0,14.19,0.0
456.4,0,0,1,0,0.0,0.0,0.025,0.0,14.19,0.0
457.5,0,0,1,0,0.0,0.0,0.129,0.0,15.62,0.0
458.5,0,0,1,0,0.0,0.0,0.041,0.0,14.68,0.0
459.5,0,0,1,0,0.0,0.0,0.09,0.0,14.68,0.0
460.5,0,0,1,0,0.0,0.0,0.301,0.0,13.78,0.0
461.6,0,0,0,0,0.0,0.0,0.009,0.0,12.98,0.0
462.6,1,1,1,0,0.031,0.018,0.044,0.0,14.28,0.0
463.6,0,0,1,0,0.001,0.001,0.104,0.0,15.52,0.0
464.6,0,0,1,0,0.0,0.0,0.056,0.0,15.52,0.0
465.7,0,0,1,0,0.0,0.0,771.798,0.0,14.57,0.0
466.7,0,0,1,0,0.0,0.0,21.855,0.0,13.66,0.0
467.7,0,0,1,0,0.0,0.0,965.169,0.0,13.66,0.0
468.7,0,0,1,0,0.0,0.0,798.924,0.0,12.82,0.0
469.8,1,1,1,0,0.107,0.077,22.728,0.0,14.13,0.0
470.8,0,0,1,0,0.003,0.002,0.974,0.0,14.13,0.0
471.8,0,0,1,0,0.0,0.0,0.249,0.0,15.38,0.0
472.8,0,0,1,0,0.0,0.0,0.044,0.0,14.47,0.0
473.9,0,0,1,0,0.0,0.0,0.236,0.0,14.47,0.0
474.9,0,0,1,0,0.0,0.0,0.044,0.0,13.6,0.0
475.9,0,0,1,0,0.0,0.0,0.115,0.0,12.78,0.0
476.9,1,1,1,0,0.38,0.223,0.606,0.0,12.78,0.0
478.0,0,0,0,0,0.011,0.006,0.017,0.0,14.13,0.0
479.0,0,0,1,0,0.0,0.0,0.039,0.0,15.4,0.0
480.0,0,0,1,0,0.0,0.0,0.183,0.0,15.4,0.0
481.0,0,0,1,0,0.0,0.0,0.059,0.0,14.44,0.0
482.1,0,0,1,0,0.0,0.0,0.137,0.0,13.54,0.0
483.1,0,0,1,0,0.0,0.0,0.113,0.0,13.54,0.0
484.1,0,0,1,0,0.0,0.0,482.279,0.0,12.69,0.0
485.1,1,1,1,0,0.045,0.026,13.686,0.0,14.04,0.0
486.2,0,0,1,0,0.001,0.001,0.533,0.0,14.04,0.0
487.2,0,0,1,0,0.0,0.0,0.124,0.0,15.32,0.0
488.2,0,0,1,0,0.0,0.0,0.244,0.0,14.37,0.0
489.2,0,0,1,0,0.0,0.0,0.083,0.0,14.37,0.0
490.2,0,0,1,0,0.0,0.0,0.015,0.0,13.52,0.0
491.3,0,0,1,0,0.0,0.0,0.051,0.0,12.68,0.0
492.3,1,1,1,0,0.185,0.109,0.262,0.0,12.68,0.0
493.3,0,0,1,0,0.005,0.003,0.163,0.0,14.01,0.0
494.3,0,0,1,0,0.0,0.0,0.017,0.0,15.22,0.0
495.4,0,0,1,0,0.0,0.0,0.09,0.0,15.22,0.0
496.4,0,0,1,0,0.0,0.0,0.029,0.0,14.29,0.0
497.4,0,0,1,0,0.0,0.0,964.606,0.0,13.4,0.0
498.4,0,0,1,0,0.0,0.0,27.41,0.0,13.4,0.0
499.5,0,0,0,0,0.0,0.0,0.774,0.0,12.57,0.0
500.5,1,1,1,0,1286.082,0.013,2572.174,0.0,13.92,0.0
501.5,0,0,1,0,36.329,0.0,72.729,0.0,13.92,0.0
502.5,0,0,1,0,1.026,0.0,2.314,0.0,14.26,0.0
503.5,0,0,1,0,0.029,0.0,0.174,0.0,14.26,0.0
504.6,0,0,1,0,0.001,0.0,0.265,0.0,13.37,0.0
505.6,0,0,1,0,0.0,0.0,0.23,0.0,12.54,0.0
506.6,0,0,1,0,0.0,0.0,0.019,0.0,12.54,0.0
507.6,1,1,1,0,0.075,0.053,0.129,0.0,13.89,0.0
508.7,0,0,1,0,0.002,0.002,0.236,0.0,15.16,0.0
509.7,0,0,1,0,0.0,0.0,0.165,0.0,15.16,0.0
510.7,0,0,1,0,0.0,0.0,0.031,0.0,14.21,0.0
511.7,0,0,1,0,0.0,0.0,0.169,0.0,13.35,0.0
512.8,0,0,1,0,0.0,0.0,0.031,0.0,13.35,0.0
513.8,0,0,1,0,0.0,0.0,0.08,0.0,12.55,0.0
514.8,1,1,1,0,0.311,0.155,0.422,0.0,12.55,0.0
515.8,0,0,0,0,0.009,0.004,0.012,0.0,13.92,0.0
516.9,0,0,1,0,0.0,0.0,771.66,0.0,15.13,0.0
517.9,0,0,1,0,0.0,0.0,21.925,0.0,15.13,0.0
518.9,0,0,1,0,0.0,0.0,0.657,0.0,14.25,0.0
519.9,0,0,1,0,0.0,0.0,0.145,0.0,13.39,0.0
521.0,0,0,1,0,0.0,0.0,0.304,0.0,13.39,0.0
522.0,0,0,0,0,0.0,0.0,0.009,0.0,12.57,0.0
523.0,1,1,1,0,0.031,0.018,0.05,0.0,13.99,0.0
524.0,0,0,1,0,0.001,0.001,0.104,0.0,13.99,0.0
525.1,0,0,1,0,0.0,0.0,0.08,0.0,15.28,0.0
526.1,0,0,1,0,0.0,0.0,0.17,0.0,14.36,0.0
527.1,0,0,1,0,0.0,0.0,0.058,0.0,14.36,0.0
528.2,0,0,1,0,0.0,0.0,964.554,0.0,13.52,0.0
529.2,0,0,1,0,0.0,0.0,798.906,0.0,12.69,0.0
530.2,1,1,1,0,0.106,0.077,22.75,0.0,12.69,0.0
531.2,0,0,1,0,0.003,0.002,0.752,0.0,13.96,0.0
532.3,0,0,1,0,0.0,0.0,771.884,0.0,15.15,0.0
533.3,0,0,1,0,0.0,0.0,21.841,0.0,15.15,0.0
534.3,0,0,1,0,0.0,0.0,0.859,0.0,14.28,0.0
535.3,0,0,1,0,0.0,0.0,0.062,0.0,13.42,0.0
536.4,0,0,1,0,0.0,0.0,0.115,0.0,13.42,0.0
537.4,1,1,1,0,0.38,0.224,0.607,0.0,12.64,0.0
538.4,0,0,0,0,0.011,0.006,0.017,0.0,13.95,0.0
539.4,0,0,1,0,0.0,0.0,0.04,0.0,13.95,0.0
540.5,0,0,1,0,0.0,0.0,0.183,0.0,15.28,0.0
541.5,0,0,1,0,0.0,0.0,0.058,0.0,14.36,0.0
542.5,0,0,1,0,0.0,0.0,0.136,0.0,14.36,0.0
543.6,0,0,1,0,0.0,0.0,0.112,0.0,13.51,0.0
544.6,0,0,1,0,0.0,0.0,771.645,0.0,12.75,0.0
545.6,1,1,1,0,0.045,0.026,21.86,0.0,13.93,0.0
546.6,0,0,1,0,0.001,0.001,0.762,0.0,15.06,0.0
547.7,0,0,1,0,0.0,0.0,0.098,0.0,15.06,0.0
548.7,0,0,1,0,0.0,0.0,0.239,0.0,14.25,0.0
549.7,0,0,1,0,0.0,0.0,0.082,0.0,13.47,0.0
550.8,0,0,1,0,0.0,0.0,0.015,0.0,13.47,0.0
551.8,0,0,1,0,0.0,0.0,0.04,0.0,12.75,0.0
552.8,1,1,1,0,0.153,0.109,0.231,0.0,14.08,0.0
553.8,0,0,1,0,0.004,0.003,0.162,0.0,14.08,0.0
554.8,0,0,1,0,0.0,0.0,964.557,0.0,15.36,0.0
555.9,0,0,1,0,0.0,0.0,991.852,0.0,14.42,0.0
556.9,0,0,1,0,0.0,0.0,28.036,0.0,14.42,0.0
557.9,0,0,1,0,0.0,0.0,965.397,0.0,13.53,0.0
558.9,0,0,1,0,0.0,0.0,27.432,0.0,12.7,0.0
560.0,0,0,1,0,0.0,0.0,0.997,0.0,12.7,0.0
561.0,1,1,1,0,2572.139,1286.069,2572.167,0.0,14.05,0.0
562.0,0,0,1,0,72.657,36.328,72.713,0.0,15.3,0.0
563.0,0,0,1,0,2.052,1.026,2.315,0.0,15.3,0.0
564.1,0,0,1,0,0.058,0.029,0.142,0.0,14.35,0.0
565.1,0,0,1,0,0.002,0.001,0.264,0.0,13.47,0.0
566.1,0,0,1,0,0.0,0.0,0.163,0.0,13.47,0.0
567.1,0,0,1,0,0.0,0.0,0.017,0.0,12.63,0.0
568.2,1,1,1,0,0.063,0.037,0.101,0.0,13.99,0.0
569.2,0,0,1,0,0.002,0.001,0.211,0.0,13.99,0.0
570.2,0,0,1,0,0.0,0.0,0.16,0.0,15.06,0.0
571.2,0,0,1,0,0.0,0.0,0.031,0.0,14.34,0.0
572.3,0,0,1,0,0.0,0.0,1286.179,0.0,14.34,0.0
573.3,0,0,1,0,0.0,0.0,36.35,0.0,13.45,0.0
574.3,0,0,1,0,0.0,0.0,1.083,0.0,12.61,0.0
575.3,1,1,1,0,0.265,0.156,0.405,0.0,12.61,0.0
576.4,0,0,1,0,0.007,0.004,0.234,0.0,13.97,0.0
577.4,0,0,1,0,0.0,0.0,0.025,0.0,15.24,0.0
578.4,0,0,1,0,0.0,0.0,0.09,0.0,15.24,0.0
579.4,0,0,1,0,0.0,0.0,0.04,0.0,14.33,0.0
580.5,0,0,1,0,0.0,0.0,0.09,0.0,14.33,0.0
581.5,0,0,1,0,0.0,0.0,0.234,0.0,13.46,0.0
582.5,0,0,0,0,0.0,0.0,0.007,0.0,12.65,0.0
583.6,1,1,1,0,0.026,0.013,771.668,0.0,13.97,0.0
584.6,0,0,1,0,0.001,0.0,21.878,0.0,15.24,0.0
585.6,0,0,1,0,0.0,0.0,0.671,0.0,15.24,0.0
586.6,0,0,1,0,0.0,0.0,964.68,0.0,14.38,0.0
587.7,0,0,1,0,0.0,0.0,27.303,0.0,13.52,0.0
588.7,0,0,1,0,0.0,0.0,1286.841,0.0,13.52,0.0
589.7,0,0,1,0,0.0,0.0,808.01,0.0,12.71,0.0
590.7,1,1,1,0,0.091,0.053,22.968,0.0,14.08,0.0
591.8,0,0,1,0,0.003,0.002,0.948,0.0,14.08,0.0
592.8,0,0,1,0,0.0,0.0,0.249,0.0,15.39,0.0
593.8,0,0,1,0,0.0,0.0,0.045,0.0,14.43,0.0
594.8,0,0,1,0,0.0,0.0,0.17,0.0,14.43,0.0
595.9,0,0,1,0,0.0,0.0,0.031,0.0,13.53,0.0
596.9,0,0,1,0,0.0,0.0,0.103,0.0,12.69,0.0
597.9,1,1,1,0,0.38,0.223,0.539,0.0,12.69,0.0
598.9,0,0,0,0,0.011,0.006,0.015,0.0,14.03,0.0
600.0,0,0,1,0,0.0,0.0,964.579,0.0,15.28,0.0
601.0,0,0,1,0,0.0,0.0,27.427,0.0,15.28,0.0
602.0,0,0,1,0,0.0,0.0,0.828,0.0,14.36,0.0
603.0,0,0,1,0,0.0,0.0,0.15,0.0,13.55,0.0
604.1,0,0,1,0,0.0,0.0,0.336,0.0,13.55,0.0
605.1,0,0,0,0,0.0,0.0,0.009,0.0,12.73,0.0
606.1,1,1,1,0,0.037,0.026,0.055,0.0,14.07,0.0
607.1,0,0,1,0,0.001,0.001,0.115,0.0,14.07,0.0
608.2,0,0,1,0,0.0,0.0,0.08,0.0,15.31,0.0
609.2,0,0,1,0,0.0,0.0,0.17,0.0,14.35,0.0
610.2,0,0,1,0,0.0,0.0,0.081,0.0,14.35,0.0
611.2,0,0,1,0,0.0,0.0,0.015,0.0,13.46,0.0
612.3,0,0,1,0,0.0,0.0,0.039,0.0,12.71,0.0
613.3,1,1,1,0,0.129,0.076,0.207,0.0,12.71,0.0
614.3,0,0,1,0,0.004,0.002,0.161,0.0,13.98,0.0
615.4,0,0,1,0,0.0,0.0,1286.074,0.0,15.23,0.0
616.4,0,0,1,0,0.0,0.0,1322.451,0.0,15.23,0.0
617.4,0,0,1,0,0.0,0.0,37.597,0.0,14.3,0.0
618.4,0,0,1,0,0.0,0.0,1.099,0.0,13.42,0.0
619.5,0,0,1,0,0.0,0.0,0.177,0.0,13.42,0.0
620.5,1,0,1,0,0.221,0.0,0.448,0.0,12.63,0.0
621.5,1,1,1,0,964.558,964.552,964.565,0.0,13.96,0.0
622.5,0,0,1,0,27.246,27.246,27.297,0.0,13.96,0.0
623.6,0,0,1,0,0.77,0.77,0.952,0.0,15.23,0.0
624.6,0,0,1,0,0.022,0.022,0.103,0.0,14.3,0.0
625.6,0,0,1,0,0.001,0.001,0.186,0.0,13.46,0.0
626.6,0,0,1,0,0.0,0.0,0.161,0.0,12.62,0.0
627.7,0,0,1,0,0.0,0.0,643.039,0.0,12.62,0.0
628.7,1,1,1,0,0.052,0.026,18.235,0.0,14.0,0.0
629.7,0,0,1,0,0.001,0.001,0.678,0.0,15.3,0.0
630.8,0,0,1,0,0.0,0.0,0.128,0.0,15.3,0.0
631.8,0,0,1,0,0.0,0.0,0.244,0.0,14.4,0.0
632.8,0,0,1,0,0.0,0.0,0.116,0.0,13.51,0.0
633.8,0,0,1,0,0.0,0.0,0.016,0.0,13.51,0.0
634.9,0,0,1,0,0.0,0.0,0.051,0.0,12.72,0.0
635.9,1,1,1,0,0.185,0.109,0.263,0.0,14.1,0.0
636.9,0,0,1,0,0.005,0.003,0.162,0.0,14.1,0.0
637.9,0,0,1,0,0.0,0.0,0.017,0.0,15.39,0.0
639.0,0,0,1,0,0.0,0.0,0.089,0.0,14.44,0.0
640.0,0,0,1,0,0.0,0.0,0.029,0.0,14.44,0.0
641.0,0,0,1,0,0.0,0.0,1929.159,0.0,13.55,0.0
642.0,0,0,1,0,0.0,0.0,54.702,0.0,12.73,0.0
643.1,0,0,0,0,0.0,0.0,1.545,0.0,12.73,0.0
644.1,1,1,1,0,964.565,0.013,1929.161,0.0,14.03,0.0
645.1,0,0,1,0,27.247,0.0,54.566,0.0,14.03,0.0
646.1,0,0,1,0,0.77,0.0,1.8,0.0,15.28,0.0
647.2,0,0,1,0,0.022,0.0,0.16,0.0,14.35,0.0
648.2,0,0,1,0,0.001,0.0,0.265,0.0,14.35,0.0
649.2,0,0,1,0,0.0,0.0,0.231,0.0,13.78,0.0
650.2,0,0,1,0,0.0,0.0,0.019,0.0,13.14,0.0
651.3,1,1,1,0,0.075,0.054,0.113,0.0,13.14,0.0
652.3,0,0,1,0,0.002,0.002,0.236,0.0,14.37,0.0
653.3,0,0,1,0,0.0,0.0,0.162,0.0,15.59,0.0
654.3,0,0,1,0,0.0,0.0,0.031,0.0,15.59,0.0
655.4,0,0,1,0,0.0,0.0,964.708,0.0,14.68,0.0
656.4,0,0,1,0,0.0,0.0,27.277,0.0,13.81,0.0
657.4,0,0,1,0,0.0,0.0,0.85,0.0,13.81,0.0
658.4,1,1,1,0,0.266,0.157,0.447,0.0,12.96,0.0
659.5,0,0,1,0,0.008,0.004,0.235,0.0,14.27,0.0
660.5,0,0,1,0,0.0,0.0,0.025,0.0,14.27,0.0
661.5,0,0,1,0,0.0,0.0,0.127,0.0,15.54,0.0
662.6,0,0,1,0,0.0,0.0,0.041,0.0,14.64,0.0
663.6,0,0,1,0,0.0,0.0,0.09,0.0,13.74,0.0
664.6,0,0,1,0,0.0,0.0,0.302,0.0,12.9,0.0
665.6,0,0,0,0,0.0,0.0,0.009,0.0,12.9,0.0
666.7,1,1,1,0,0.031,0.018,0.044,0.0,14.23,0.0
667.7,0,0,1,0,0.001,0.001,0.104,0.0,15.48,0.0
668.7,0,0,1,0,0.0,0.0,0.056,0.0,15.48,0.0
669.7,0,0,1,0,0.0,0.0,643.192,0.0,14.51,0.0
670.8,0,0,1,0,0.0,0.0,18.222,0.0,13.61,0.0
671.8,0,0,1,0,0.0,0.0,965.067,0.0,13.61,0.0
672.8,0,0,1,0,0.0,0.0,991.831,0.0,12.77,0.0
673.8,1,1,1,0,0.107,0.076,28.2,0.0,14.2,0.0
674.9,0,0,1,0,0.003,0.002,1.127,0.0,14.2,0.0
675.9,0,0,1,0,0.0,0.0,0.254,0.0,15.51,0.0
676.9,0,0,1,0,0.0,0.0,0.044,0.0,14.57,0.0
677.9,0,0,1,0,0.0,0.0,0.235,0.0,14.57,0.0
679.0,0,0,1,0,0.0,0.0,0.044,0.0,13.68,0.0
680.0,0,0,1,0,0.0,0.0,0.115,0.0,12.84,0.0
681.0,1,1,1,0,0.379,0.223,0.605,0.0,12.84,0.0
682.0,0,0,0,0,0.011,0.006,0.017,0.0,14.19,0.0
683.1,0,0,1,0,0.0,0.0,0.039,0.0,15.46,0.0
684.1,0,0,1,0,0.0,0.0,0.183,0.0,15.46,0.0
685.1,0,0,1,0,0.0,0.0,0.059,0.0,14.5,0.0
686.1,0,0,1,0,0.0,0.0,0.137,0.0,13.6,0.0
687.2,0,0,1,0,0.0,0.0,0.113,0.0,13.6,0.0
688.2,0,0,1,0,0.0,0.0,1286.073,0.0,12.75,0.0
689.2,1,1,1,0,0.044,0.026,36.391,0.0,14.11,0.0
690.2,0,0,1,0,0.001,0.001,1.174,0.0,14.11,0.0
691.3,0,0,1,0,0.0,0.0,0.142,0.0,15.38,0.0
692.3,0,0,1,0,0.0,0.0,0.245,0.0,14.44,0.0
693.3,0,0,1,0,0.0,0.0,0.083,0.0,14.44,0.0
694.3,0,0,1,0,0.0,0.0,0.015,0.0,13.54,0.0
695.4,0,0,1,0,0.0,0.0,0.039,0.0,12.71,0.0
696.4,1,1,1,0,0.186,0.109,0.263,0.0,12.71,0.0
697.4,0,0,1,0,0.005,0.003,0.163,0.0,14.05,0.0
698.4,0,0,1,0,0.0,0.0,0.018,0.0,15.35,0.0
699.5,0,0,1,0,0.0,0.0,964.606,0.0,15.35,0.0
700.5,0,0,1,0,0.0,0.0,27.274,0.0,14.42,0.0
701.5,0,0,1,0,0.0,0.0,1286.893,0.0,13.53,0.0
